"MTS Start (HH:MM:SS) 09:32:03
"Test Method","3Point_Bending.msm"
"Sample I. D.","Sample34.mss"
"Specimen Number","1"

"Time (s)","Load (N)","Extension (mm)","_COM1 (C)","FlexureStress (MPa)","FlexureStrain (mm/mm)"
11067.200,-2647.489,-1.014,76.100,-198.562,****
11073.600,-2637.799,-1.014,75.400,-197.835,****
11080.000,-2636.336,-1.019,74.900,-197.725,****
11086.400,-2674.883,-1.025,73.600,-200.616,****
11092.800,-2690.575,-1.027,74.400,-201.793,****
11099.200,-2696.489,-1.022,73.800,-202.237,****
11105.600,-2657.957,-1.018,73.100,-199.347,****
11112.000,-2627.145,-1.020,72.600,-197.036,****
11118.400,-2683.032,-1.029,71.600,-201.227,****
11124.800,-2713.756,-1.029,72.300,-203.532,****
11131.200,-2686.626,-1.024,71.700,-201.497,****
11137.600,-2637.911,-1.021,71.200,-197.843,****
11144.000,-2627.729,-1.023,70.500,-197.080,****
11150.400,-2658.040,-1.030,69.900,-199.353,****
11156.800,-2699.324,-1.034,69.900,-202.449,****
11163.200,-2714.218,-1.031,69.300,-203.566,****
11169.600,-2636.119,-1.025,69.300,-197.709,****
11176.000,-2663.972,-1.033,68.900,-199.798,****
11182.400,-2696.763,-1.038,68.100,-202.257,****
11188.800,-2692.791,-1.032,67.200,-201.959,****
11195.200,-2679.861,-1.031,67.100,-200.990,****
11201.600,-2644.471,-1.029,66.400,-198.335,****
11208.000,-2644.576,-1.036,66.200,-198.343,****
11214.400,-2675.859,-1.041,65.000,-200.689,****
11220.800,-2714.815,-1.040,65.200,-203.611,****
11227.200,-2668.086,-1.034,65.600,-200.106,****
11233.600,-2657.290,-1.034,65.000,-199.297,****
11240.000,-2635.862,-1.039,64.200,-197.690,****
11246.400,-2669.317,-1.045,63.100,-200.199,****
11252.800,-2709.424,-1.048,63.300,-203.207,****
11259.200,-2668.417,-1.040,63.400,-200.131,****
11265.600,-2657.584,-1.040,62.700,-199.319,****
11272.000,-2628.168,-1.042,62.200,-197.113,****
11278.400,-2663.718,-1.051,60.900,-199.779,****
11284.800,-2690.928,-1.055,61.100,-201.820,****
11291.200,-2682.431,-1.048,61.000,-201.182,****
11297.600,-2632.944,-1.047,59.800,-197.471,****
11304.000,-2626.954,-1.051,58.600,-197.022,****
11310.400,-2683.432,-1.059,59.800,-201.257,****
11316.800,-2716.137,-1.059,58.700,-203.710,****
11323.200,-2670.526,-1.054,57.500,-200.289,****
11329.600,-2625.462,-1.055,57.700,-196.910,****
11336.000,-2630.064,-1.058,58.100,-197.255,****
11342.400,-2683.364,-1.066,57.100,-201.252,****
11348.800,-2701.962,-1.063,56.800,-202.647,****
11355.200,-2682.757,-1.062,56.700,-201.207,****
11361.600,-2636.313,-1.060,55.800,-197.723,****
11368.000,-2625.807,-1.064,55.100,-196.936,****
11374.400,-2632.861,-1.066,55.600,-197.465,****
11380.800,-2679.962,-1.074,54.300,-200.997,****
11387.200,-2695.515,-1.077,54.100,-202.164,****
11393.600,-2711.860,-1.076,54.200,-203.390,****
11400.000,-2672.760,-1.071,52.900,-200.457,****
11406.400,-2656.548,-1.070,53.600,-199.241,****
11412.800,-2626.915,-1.073,53.200,-197.019,****
11419.200,-2642.692,-1.079,51.700,-198.202,****
11425.600,-2654.222,-1.082,50.500,-199.067,****
11432.000,-2688.546,-1.088,52.000,-201.641,****
11438.400,-2713.997,-1.086,50.400,-203.550,****
11444.800,-2696.889,-1.086,49.300,-202.267,****
11451.200,-2641.807,-1.082,50.000,-198.136,****
11457.600,-2625.632,-1.086,49.900,-196.922,****
11464.000,-2642.708,-1.091,49.000,-198.203,****
11470.400,-2681.027,-1.097,48.900,-201.077,****
11476.800,-2691.689,-1.100,48.700,-201.877,****
11483.200,-2698.927,-1.095,48.400,-202.420,****
11489.600,-2666.653,-1.094,47.000,-199.999,****
11496.000,-2672.186,-1.096,46.000,-200.414,****
11502.400,-2625.766,-1.098,46.600,-196.932,****
11508.800,-2636.426,-1.102,46.500,-197.732,****
11515.200,-2633.208,-1.104,45.100,-197.491,****
11521.600,-2682.089,-1.112,44.600,-201.157,****
11528.000,-2715.566,-1.113,44.700,-203.667,****
11534.400,-2714.058,-1.113,44.900,-203.554,****
11540.800,-2678.433,-1.110,43.900,-200.882,****
11547.200,-2674.725,-1.111,43.600,-200.604,****
11553.600,-2646.811,-1.110,43.800,-198.511,****
11560.000,-2625.783,-1.114,42.500,-196.934,****
11566.400,-2630.462,-1.115,41.200,-197.285,****
11572.800,-2635.005,-1.121,42.300,-197.625,****
11579.200,-2630.010,-1.122,41.800,-197.251,****
11585.600,-2627.678,-1.124,40.800,-197.076,****
11592.000,-2643.731,-1.129,39.400,-198.280,****
11598.400,-2625.416,-1.128,40.500,-196.906,****
11604.800,-2631.913,-1.131,40.000,-197.393,****
11611.200,-2656.892,-1.137,39.000,-199.267,****
11617.600,-2630.969,-1.135,38.600,-197.323,****
11624.000,-2651.932,-1.140,39.300,-198.895,****
11630.400,-2686.261,-1.147,38.600,-201.470,****
11636.800,-2665.512,-1.146,38.300,-199.913,****
11643.200,-2684.149,-1.151,37.100,-201.311,****
11649.600,-2688.231,-1.154,35.800,-201.617,****
11656.000,-2683.233,-1.156,36.500,-201.242,****
11662.400,-2714.320,-1.156,36.600,-203.574,****
11668.800,-2712.973,-1.159,35.700,-203.473,****
11675.200,-2713.169,-1.160,34.100,-203.488,****
11681.600,-2677.490,-1.158,34.300,-200.812,****
11688.000,-2693.906,-1.162,35.000,-202.043,****
11694.400,-2669.920,-1.161,34.500,-200.244,****
11700.800,-2636.190,-1.161,33.700,-197.714,****
11707.200,-2645.965,-1.163,32.700,-198.447,****
11713.600,-2625.430,-1.169,32.400,-196.907,****
11720.000,-2636.501,-1.173,32.500,-197.738,****
11726.400,-2639.441,-1.176,32.300,-197.958,****
11732.800,-2670.819,-1.183,31.100,-200.311,****
11739.200,-2655.457,-1.184,30.000,-199.159,****
11745.600,-2671.473,-1.188,30.400,-200.360,****
11752.000,-2685.227,-1.192,30.400,-201.392,****
11758.400,-2671.800,-1.193,30.000,-200.385,****
11764.800,-2693.560,-1.199,28.700,-202.017,****
11771.200,-2715.381,-1.199,27.900,-203.654,****
11777.600,-2695.665,-1.199,27.500,-202.175,****
11784.000,-2666.653,-1.197,28.600,-199.999,****
11790.400,-2655.471,-1.198,28.200,-199.160,****
11796.800,-2657.039,-1.201,27.400,-199.278,****
11803.200,-2639.020,-1.203,26.800,-197.927,****
11809.600,-2640.879,-1.206,26.700,-198.066,****
11816.000,-2626.303,-1.213,25.400,-196.973,****
11822.400,-2650.212,-1.220,24.300,-198.766,****
11828.800,-2644.727,-1.223,25.200,-198.354,****
11835.200,-2677.876,-1.229,25.000,-200.841,****
11841.600,-2700.485,-1.234,24.200,-202.536,****
11848.000,-2713.133,-1.235,22.500,-203.485,****
11854.400,-2702.077,-1.235,23.500,-202.656,****
11860.800,-2672.234,-1.234,23.400,-200.418,****
11867.200,-2656.125,-1.236,22.000,-199.209,****
11873.600,-2634.950,-1.243,22.300,-197.621,****
11880.000,-2646.520,-1.248,22.000,-198.489,****
11886.400,-2692.183,-1.257,20.600,-201.914,****
11892.800,-2706.170,-1.257,19.900,-202.963,****
11899.200,-2678.802,-1.257,19.100,-200.910,****
11905.600,-2633.793,-1.259,20.400,-197.534,****
11912.000,-2648.166,-1.269,19.500,-198.612,****
11918.400,-2677.064,-1.276,18.900,-200.780,****
11924.800,-2712.321,-1.280,18.400,-203.424,****
11931.200,-2687.948,-1.278,18.800,-201.596,****
11937.600,-2647.802,-1.279,17.000,-198.585,****
11944.000,-2627.500,-1.286,16.300,-197.062,****
11950.400,-2633.615,-1.292,16.800,-197.521,****
11956.800,-2679.147,-1.301,16.900,-200.936,****
11963.200,-2709.714,-1.304,15.800,-203.229,****
11969.600,-2677.448,-1.307,14.600,-200.809,****
11976.000,-2633.523,-1.310,13.900,-197.514,****
11982.400,-2640.738,-1.319,15.300,-198.055,****
11988.800,-2652.084,-1.326,14.800,-198.906,****
11995.200,-2668.393,-1.333,13.900,-200.129,****
12001.600,-2686.572,-1.340,14.300,-201.493,****
12008.000,-2704.227,-1.348,12.800,-202.817,****
12014.400,-2674.354,-1.350,11.500,-200.577,****
12020.800,-2641.903,-1.357,12.300,-198.143,****
12027.200,-2650.328,-1.368,12.200,-198.775,****
12033.600,-2690.673,-1.381,11.500,-201.800,****
12040.000,-2704.778,-1.386,9.900,-202.858,****
12046.400,-2708.531,-1.392,9.600,-203.140,****
12052.800,-2708.995,-1.398,10.300,-203.175,****
12059.200,-2708.406,-1.406,10.200,-203.130,****
12065.600,-2703.600,-1.413,10.000,-202.770,****
12072.000,-2695.714,-1.422,9.200,-202.179,****
12078.400,-2707.168,-1.434,8.800,-203.038,****
12084.800,-2699.648,-1.446,8.100,-202.474,****
12091.200,-2709.156,-1.456,6.800,-203.187,****
12097.600,-2708.604,-1.469,6.100,-203.145,****
12104.000,-2697.202,-1.478,6.600,-202.290,****
12110.400,-2630.436,-1.485,6.500,-197.283,****
12116.800,-2687.894,-1.505,6.200,-201.592,****
12123.200,-2686.120,-1.513,5.200,-201.459,****
12129.600,-2647.168,-1.522,5.000,-198.538,****
12136.000,-2664.176,-1.540,5.500,-199.813,****
12142.400,-2692.113,-1.553,3.400,-201.908,****
12148.800,-2642.482,-1.571,2.800,-198.186,****
12155.200,-2706.527,-1.587,3.500,-202.990,****
12161.600,-2646.911,-1.588,3.400,-198.518,****
12168.000,-2671.551,-1.610,2.700,-200.366,****
12174.400,-2693.979,-1.620,1.300,-202.048,****
12180.800,-2638.106,-1.627,0.400,-197.858,****
12187.200,-2674.691,-1.650,1.700,-200.602,****
12193.600,-2695.174,-1.662,1.400,-202.138,****
12200.000,-2644.374,-1.671,0.500,-198.328,****
12206.400,-2667.190,-1.695,0.000,-200.039,****
12212.800,-2702.306,-1.707,-0.900,-202.673,****
12219.200,-2653.457,-1.715,-1.800,-199.009,****
12225.600,-2638.156,-1.736,-2.400,-197.862,****
12232.000,-2628.933,-1.753,-2.600,-197.170,****
12238.400,-2662.772,-1.771,-1.800,-199.708,****
12244.800,-2685.740,-1.787,-2.500,-201.430,****
12251.200,-2675.710,-1.805,-2.800,-200.678,****
12257.600,-2693.250,-1.823,-3.500,-201.994,****
12264.000,-2684.841,-1.828,-3.300,-201.363,****
12270.400,-2629.527,-1.844,-4.600,-197.215,****
12276.800,-2677.736,-1.865,-5.800,-200.830,****
12283.200,-2708.056,-1.878,-6.200,-203.104,****
12289.600,-2641.951,-1.883,-6.100,-198.146,****
12296.000,-2680.923,-1.910,-5.400,-201.069,****
12302.400,-2675.342,-1.918,-6.700,-200.651,****
12308.800,-2632.156,-1.934,-7.600,-197.412,****
12315.200,-2707.516,-1.953,-7.900,-203.064,****
12321.600,-2638.550,-1.955,-7.300,-197.891,****
12328.000,-2695.593,-1.982,-8.100,-202.169,****
12334.400,-2645.948,-1.984,-9.200,-198.446,****
12340.800,-2673.170,-2.006,-8.500,-200.488,****
12347.200,-2680.058,-2.014,-9.300,-201.004,****
12353.600,-2666.008,-2.036,-10.800,-199.951,****
12360.000,-2677.710,-2.048,-11.300,-200.828,****
12366.400,-2625.408,-2.062,-11.500,-196.906,****
12372.800,-2679.739,-2.083,-11.000,-200.980,****
12379.200,-2712.429,-2.095,-10.800,-203.432,****
12385.600,-2634.626,-2.102,-11.800,-197.597,****
12392.000,-2672.193,-2.130,-12.600,-200.414,****
12398.400,-2703.910,-2.151,-13.900,-202.793,****
12404.800,-2625.844,-2.164,-13.900,-196.938,****
12411.200,-2711.546,-2.189,-13.000,-203.366,****
12417.600,-2625.345,-2.204,-13.600,-196.901,****
12424.000,-2711.878,-2.229,-14.400,-203.391,****
12430.400,-2625.443,-2.243,-15.900,-196.908,****
12436.800,-2706.152,-2.271,-15.700,-202.961,****
12443.200,-2637.812,-2.276,-15.200,-197.836,****
12449.600,-2689.045,-2.309,-16.900,-201.678,****
12456.000,-2659.669,-2.316,-16.300,-199.475,****
12462.400,-2665.848,-2.343,-16.700,-199.939,****
12468.800,-2679.167,-2.360,-18.000,-200.938,****
12475.200,-2643.069,-2.381,-18.700,-198.230,****
12481.600,-2703.923,-2.407,-19.600,-202.794,****
12488.000,-2690.563,-2.419,-18.700,-201.792,****
12494.400,-2631.585,-2.435,-18.800,-197.369,****
12500.800,-2706.879,-2.459,-19.400,-203.016,****
12507.200,-2688.737,-2.470,-19.200,-201.655,****
12513.600,-2640.575,-2.496,-21.300,-198.043,****
12520.000,-2668.386,-2.518,-21.800,-200.129,****
12526.400,-2678.352,-2.553,-21.000,-200.876,****
12532.800,-2636.234,-2.565,-21.300,-197.718,****
12539.200,-2712.584,-2.597,-22.100,-203.444,****
12545.600,-2655.529,-2.621,-23.600,-199.165,****
12552.000,-2634.128,-2.640,-24.000,-197.560,****
12558.400,-2712.507,-2.669,-23.100,-203.438,****
12564.800,-2651.320,-2.689,-23.900,-198.849,****
12571.200,-2659.304,-2.709,-24.100,-199.448,****
12577.600,-2669.281,-2.745,-25.300,-200.196,****
12584.000,-2641.876,-2.765,-26.080,-198.141,****
12590.400,-2697.071,-2.798,-26.400,-202.280,****
12596.800,-2648.487,-2.810,-26.000,-198.637,****
12603.200,-2697.789,-2.845,-25.900,-202.334,****
12609.600,-2629.901,-2.861,-27.400,-197.243,****
12616.000,-2712.419,-2.896,-27.500,-203.431,****
12622.400,-2632.465,-2.913,-26.900,-197.435,****
12628.800,-2671.937,-2.938,-29.000,-200.395,****
12635.200,-2706.757,-2.967,-29.200,-203.007,****
12641.600,-2628.056,-2.981,-29.500,-197.104,****
12648.000,-2661.350,-3.003,-29.200,-199.601,****
12654.400,-2678.514,-3.032,-29.500,-200.889,****
12660.800,-2706.946,-3.066,-30.900,-203.021,****
12667.200,-2640.712,-3.086,-30.700,-198.053,****
12673.600,-2624.652,-3.101,-29.800,-196.849,****
12680.000,-2676.413,-3.120,-29.300,-200.731,****
12686.400,-2710.292,-3.147,-30.500,-203.272,****
12692.800,-2688.025,-3.170,-29.700,-201.602,****
12699.200,-2654.983,-3.188,-29.500,-199.124,****
12705.600,-2651.456,-3.205,-30.200,-198.859,****
12712.000,-2624.808,-3.216,-30.900,-196.861,****
12718.400,-2669.875,-3.235,-30.800,-200.241,****
12724.800,-2687.006,-3.253,-30.500,-201.525,****
12731.200,-2709.459,-3.274,-29.500,-203.209,****
12737.600,-2672.299,-3.290,-30.300,-200.422,****
12744.000,-2665.927,-3.308,-30.200,-199.944,****
12750.400,-2625.327,-3.319,-29.500,-196.900,****
12756.800,-2624.877,-3.338,-30.600,-196.866,****
12763.200,-2648.981,-3.351,-31.000,-198.674,****
12769.600,-2703.900,-3.372,-29.800,-202.792,****
12776.000,-2712.015,-3.388,-29.800,-203.401,****
12782.400,-2673.134,-3.405,-30.000,-200.485,****
12788.800,-2652.070,-3.412,-30.900,-198.905,****
12795.200,-2714.164,-3.434,-30.800,-203.562,****
12801.600,-2637.160,-3.445,-29.700,-197.787,****
12808.000,-2662.590,-3.454,-29.600,-199.694,****
12814.400,-2712.363,-3.472,-29.800,-203.427,****
12820.800,-2653.546,-3.483,-29.700,-199.016,****
12827.200,-2639.690,-3.488,-30.700,-197.977,****
12833.600,-2711.274,-3.507,-30.900,-203.346,****
12840.000,-2646.458,-3.516,-30.100,-198.484,****
12846.400,-2638.539,-3.521,-29.600,-197.890,****
12852.800,-2715.643,-3.540,-30.600,-203.673,****
12859.200,-2629.189,-3.545,-31.100,-197.189,****
12865.600,-2654.414,-3.552,-30.500,-199.081,****
12872.000,-2694.619,-3.576,-29.500,-202.096,****
12878.400,-2623.981,-3.581,-30.200,-196.799,****
12884.800,-2673.137,-3.593,-30.400,-200.485,****
12891.200,-2683.223,-3.610,-29.600,-201.242,****
12897.600,-2631.482,-3.617,-30.800,-197.361,****
12904.000,-2653.949,-3.624,-29.900,-199.046,****
12910.400,-2647.872,-3.639,-29.900,-198.590,****
12916.800,-2624.310,-3.648,-30.800,-196.823,****
12923.200,-2681.621,-3.662,-31.000,-201.122,****
12929.600,-2684.606,-3.681,-30.600,-201.345,****
12936.000,-2635.494,-3.685,-29.600,-197.662,****
12942.400,-2668.180,-3.693,-30.500,-200.113,****
12948.800,-2710.381,-3.710,-30.700,-203.279,****
12955.200,-2666.921,-3.717,-30.400,-200.019,****
12961.600,-2637.315,-3.716,-29.600,-197.799,****
12968.000,-2668.768,-3.726,-29.800,-200.158,****
12974.400,-2714.642,-3.742,-30.700,-203.598,****
12980.800,-2661.385,-3.751,-30.500,-199.604,****
12987.200,-2635.753,-3.757,-29.600,-197.681,****
12993.600,-2651.677,-3.762,-30.600,-198.876,****
13000.000,-2715.057,-3.780,-31.100,-203.629,****
13006.400,-2696.397,-3.791,-30.400,-202.230,****
13012.800,-2628.381,-3.791,-29.600,-197.129,****
13019.200,-2660.940,-3.797,-30.600,-199.570,****
13025.600,-2715.558,-3.812,-31.000,-203.667,****
13032.000,-2643.273,-3.817,-30.900,-198.245,****
13038.400,-2629.206,-3.819,-30.000,-197.190,****
13044.800,-2691.463,-3.829,-30.000,-201.860,****
13051.200,-2674.917,-3.841,-30.600,-200.619,****
13057.600,-2627.329,-3.841,-30.000,-197.050,****
13064.000,-2669.065,-3.846,-29.500,-200.180,****
13070.400,-2709.870,-3.861,-30.800,-203.240,****
13076.800,-2684.629,-3.869,-30.200,-201.347,****
13083.200,-2622.226,-3.866,-29.700,-196.667,****
13089.600,-2666.088,-3.872,-30.000,-199.957,****
13096.000,-2714.104,-3.886,-31.000,-203.558,****
13102.400,-2648.307,-3.893,-30.700,-198.623,****
13108.800,-2630.467,-3.893,-29.700,-197.285,****
13115.200,-2693.296,-3.905,-30.100,-201.997,****
13121.600,-2685.139,-3.917,-30.900,-201.385,****
13128.000,-2660.083,-3.921,-30.500,-199.506,****
13134.400,-2651.022,-3.920,-29.500,-198.827,****
13140.800,-2717.047,-3.936,-29.700,-203.779,****
13147.200,-2628.320,-3.935,-30.200,-197.124,****
13153.600,-2714.470,-3.948,-29.600,-203.585,****
13160.000,-2672.118,-3.957,-30.600,-200.409,****
13166.400,-2623.852,-3.957,-31.100,-196.789,****
13172.800,-2698.639,-3.967,-30.500,-202.398,****
13179.200,-2703.256,-3.978,-29.700,-202.744,****
13185.600,-2627.044,-3.978,-30.700,-197.028,****
13192.000,-2693.854,-3.986,-31.000,-202.039,****
13198.400,-2696.891,-3.998,-30.700,-202.267,****
13204.800,-2625.860,-3.994,-29.600,-196.940,****
13211.200,-2708.233,-4.007,-30.100,-203.118,****
13217.600,-2661.423,-4.014,-30.100,-199.607,****
13224.000,-2660.729,-4.013,-29.500,-199.555,****
13230.400,-2702.035,-4.030,-30.700,-202.653,****
13236.800,-2647.269,-4.033,-31.100,-198.545,****
13243.200,-2672.688,-4.036,-29.800,-200.452,****
13249.600,-2701.254,-4.051,-30.000,-202.594,****
13256.000,-2623.377,-4.050,-30.400,-196.753,****
13262.400,-2714.836,-4.062,-30.700,-203.613,****
13268.800,-2655.862,-4.066,-28.900,-199.190,****
13275.200,-2694.862,-4.068,-29.200,-202.115,****
13281.600,-2648.291,-4.074,-29.000,-198.622,****
13288.000,-2677.826,-4.075,-28.400,-200.837,****
13294.400,-2631.134,-4.079,-27.400,-197.335,****
13300.800,-2707.994,-4.086,-27.700,-203.100,****
13307.200,-2645.529,-4.088,-26.700,-198.415,****
13313.600,-2715.426,-4.093,-25.900,-203.657,****
13320.000,-2648.521,-4.094,-25.500,-198.639,****
13326.400,-2681.939,-4.094,-25.100,-201.145,****
13332.800,-2669.640,-4.103,-25.800,-200.223,****
13339.200,-2638.622,-4.097,-25.300,-197.897,****
13345.600,-2714.411,-4.108,-24.100,-203.581,****
13352.000,-2624.824,-4.105,-24.600,-196.862,****
13358.400,-2701.269,-4.110,-23.100,-202.595,****
13364.800,-2640.389,-4.111,-23.300,-198.029,****
13371.200,-2664.012,-4.109,-23.400,-199.801,****
13377.600,-2691.555,-4.119,-21.700,-201.867,****
13384.000,-2653.279,-4.110,-22.100,-198.996,****
13390.400,-2715.187,-4.121,-21.800,-203.639,****
13396.800,-2647.889,-4.119,-20.600,-198.592,****
13403.200,-2677.691,-4.117,-21.100,-200.827,****
13409.600,-2695.018,-4.126,-19.700,-202.126,****
13416.000,-2654.157,-4.115,-19.300,-199.062,****
13422.400,-2698.118,-4.127,-18.800,-202.359,****
13428.800,-2626.507,-4.119,-18.600,-196.988,****
13435.200,-2716.735,-4.125,-18.200,-203.755,****
13441.600,-2642.833,-4.122,-17.600,-198.213,****
13448.000,-2663.314,-4.118,-17.200,-199.749,****
13454.400,-2682.923,-4.127,-17.100,-201.219,****
13460.800,-2627.721,-4.119,-17.100,-197.079,****
13467.200,-2711.291,-4.124,-16.200,-203.347,****
13473.600,-2645.016,-4.124,-16.200,-198.376,****
13480.000,-2653.404,-4.117,-14.900,-199.005,****
13486.400,-2697.363,-4.129,-15.000,-202.302,****
13492.800,-2625.689,-4.119,-14.200,-196.927,****
13499.200,-2692.300,-4.121,-13.700,-201.922,****
13505.600,-2646.051,-4.122,-13.200,-198.454,****
13512.000,-2678.830,-4.118,-13.000,-200.912,****
13518.400,-2684.840,-4.126,-13.000,-201.363,****
13524.800,-2664.781,-4.116,-12.200,-199.859,****
13531.200,-2700.452,-4.125,-12.000,-202.534,****
13537.600,-2623.956,-4.115,-11.300,-196.797,****
13544.000,-2708.394,-4.119,-10.800,-203.130,****
13550.400,-2713.282,-4.121,-10.600,-203.496,****
13556.800,-2631.902,-4.116,-10.000,-197.393,****
13563.200,-2668.993,-4.112,-9.500,-200.174,****
13569.600,-2700.340,-4.121,-9.300,-202.526,****
13576.000,-2635.567,-4.109,-8.800,-197.668,****
13582.400,-2708.952,-4.115,-8.400,-203.171,****
13588.800,-2662.182,-4.115,-7.800,-199.664,****
13595.200,-2670.773,-4.108,-7.500,-200.308,****
13601.600,-2700.568,-4.116,0.000,-202.543,****
13608.000,-2625.047,-4.107,-6.900,-196.879,****
13614.400,-2696.484,-4.109,-6.600,-202.236,****
13620.800,-2680.909,-4.112,-6.200,-201.068,****
13627.200,-2660.844,-4.102,-5.900,-199.563,****
13633.600,-2713.208,-4.110,-5.500,-203.491,****
13640.000,-2645.296,-4.105,-5.200,-198.397,****
13646.400,-2665.107,-4.099,-4.700,-199.883,****
13652.800,-2705.802,-4.107,-4.400,-202.935,****
13659.200,-2626.083,-4.098,-4.100,-196.956,****
13665.600,-2676.133,-4.097,-3.800,-200.710,****
13672.000,-2699.121,-4.104,-3.440,-202.434,****
13678.400,-2624.372,-4.094,-3.100,-196.828,****
13684.800,-2676.682,-4.093,-2.800,-200.751,****
13691.200,-2697.349,-4.100,-2.400,-202.301,****
13697.600,-2635.440,-4.088,-2.000,-197.658,****
13704.000,-2654.440,-4.086,-1.600,-199.083,****
13710.400,-2714.691,-4.093,-1.200,-203.602,****
13716.800,-2663.552,-4.091,-0.900,-199.766,****
13723.200,-2642.091,-4.081,-0.600,-198.157,****
13729.600,-2710.049,-4.087,-0.100,-203.254,****
13736.000,-2699.350,-4.089,0.200,-202.451,****
13742.400,-2627.959,-4.080,0.600,-197.097,****
13748.800,-2700.663,-4.080,1.000,-202.550,****
13755.200,-2701.121,-4.084,1.300,-202.584,****
13761.600,-2629.797,-4.075,1.800,-197.235,****
13768.000,-2710.695,-4.076,2.200,-203.302,****
13774.400,-2683.586,-4.078,2.600,-201.269,****
13780.800,-2627.124,-4.068,2.900,-197.034,****
13787.200,-2691.120,-4.068,3.400,-201.834,****
13793.600,-2682.242,-4.072,3.800,-201.168,****
13800.000,-2627.632,-4.061,4.200,-197.072,****
13806.400,-2659.489,-4.059,4.600,-199.462,****
13812.800,-2712.803,-4.065,5.100,-203.460,****
13819.200,-2635.563,-4.058,5.400,-197.667,****
13825.600,-2660.948,-4.053,5.900,-199.571,****
13832.000,-2693.292,-4.060,6.200,-201.997,****
13838.400,-2634.343,-4.049,6.600,-197.576,****
13844.800,-2678.649,-4.048,7.100,-200.899,****
13851.200,-2681.780,-4.053,7.500,-201.133,****
13857.600,-2637.792,-4.045,7.900,-197.834,****
13864.000,-2677.312,-4.041,8.300,-200.798,****
13870.400,-2686.059,-4.046,8.900,-201.454,****
13876.800,-2653.634,-4.040,9.200,-199.023,****
13883.200,-2670.799,-4.033,9.600,-200.310,****
13889.600,-2684.061,-4.039,10.000,-201.305,****
13896.000,-2691.981,-4.038,10.500,-201.899,****
13902.400,-2633.903,-4.024,10.900,-197.543,****
13908.800,-2691.027,-4.026,11.400,-201.827,****
13915.200,-2691.481,-4.024,11.800,-201.861,****
13921.600,-2682.494,-4.027,12.200,-201.187,****
13928.000,-2658.166,-4.021,12.700,-199.362,****
13934.400,-2643.834,-4.011,13.100,-198.288,****
13940.800,-2711.239,-4.016,13.500,-203.343,****
13947.200,-2656.029,-4.007,13.900,-199.202,****
13953.600,-2713.848,-4.013,14.400,-203.539,****
13960.000,-2636.313,-4.006,14.800,-197.723,****
13966.400,-2713.618,-4.007,15.200,-203.521,****
13972.800,-2649.415,-4.002,15.600,-198.706,****
13979.200,-2656.910,-4.000,16.100,-199.268,****
13985.600,-2676.340,-4.000,16.500,-200.725,****
13992.000,-2638.191,-3.987,16.900,-197.864,****
13998.400,-2703.518,-3.994,17.300,-202.764,****
14004.800,-2650.020,-3.988,17.700,-198.752,****
14011.200,-2661.496,-3.980,18.200,-199.612,****
14017.600,-2687.739,-3.987,18.700,-201.580,****
14024.000,-2628.189,-3.976,19.100,-197.114,****
14030.400,-2671.538,-3.972,19.500,-200.365,****
14036.800,-2686.738,-3.978,20.000,-201.505,****
14043.200,-2627.330,-3.967,20.300,-197.050,****
14049.600,-2669.768,-3.971,20.800,-200.233,****
14056.000,-2682.229,-3.969,21.200,-201.167,****
14062.400,-2627.136,-3.958,21.660,-197.035,****
14068.800,-2686.101,-3.957,22.100,-201.458,****
14075.200,-2686.714,-3.961,22.500,-201.504,****
14081.600,-2628.398,-3.949,22.900,-197.130,****
14088.000,-2701.874,-3.951,23.300,-202.641,****
14094.400,-2686.388,-3.953,23.900,-201.479,****
14100.800,-2651.537,-3.946,24.200,-198.865,****
14107.200,-2670.465,-3.938,24.600,-200.285,****
14113.600,-2703.298,-3.944,25.000,-202.747,****
14120.000,-2641.287,-3.931,25.500,-198.097,****
14126.400,-2642.728,-3.927,25.900,-198.205,****
14132.800,-2709.132,-3.931,26.300,-203.185,****
14139.200,-2667.076,-3.930,26.800,-200.031,****
14145.600,-2627.372,-3.920,27.200,-197.053,****
14152.000,-2676.886,-3.918,27.700,-200.766,****
14158.400,-2700.503,-3.917,28.100,-202.538,****
14164.800,-2683.544,-3.919,28.400,-201.266,****
14171.200,-2663.757,-3.913,28.900,-199.782,****
14177.600,-2679.122,-3.904,29.400,-200.934,****
14184.000,-2700.286,-3.908,29.800,-202.521,****
14190.400,-2639.056,-3.899,30.200,-197.929,****
14196.800,-2669.731,-3.899,30.600,-200.230,****
14203.200,-2632.651,-3.887,31.100,-197.449,****
14209.600,-2644.482,-3.883,31.500,-198.336,****
14216.000,-2676.338,-3.881,31.900,-200.725,****
14222.400,-2704.114,-3.885,32.300,-202.809,****
14228.800,-2661.656,-3.871,32.700,-199.624,****
14235.200,-2713.577,-3.875,33.300,-203.518,****
14241.600,-2678.968,-3.865,33.700,-200.923,****
14248.000,-2689.971,-3.862,34.000,-201.748,****
14254.400,-2687.299,-3.864,34.400,-201.547,****
14260.800,-2658.434,-3.857,34.900,-199.383,****
14267.200,-2697.838,-3.856,35.300,-202.338,****
14273.600,-2633.139,-3.845,35.700,-197.485,****
14280.000,-2707.883,-3.844,36.100,-203.091,****
14286.400,-2674.782,-3.841,36.700,-200.609,****
14292.800,-2637.544,-3.829,37.100,-197.816,****
